,_id,formhub/uuid,start,end,group_ow7qd27/Name_of_school,group_ow7qd27/Ownership_of_school,group_ow7qd27/Category_of_school,group_ow7qd27/Type_of_school,group_ow7qd27/Sex_of_participant,group_ow7qd27/Age_of_participant,group_ow7qd27/Level_of_study,group_ow7qd27/Subject_for_assessment,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_presents_y_and_systematically,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_usually_ives_before_teaching,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_collects_ow_we_want_to_learn,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_guides_u_g_materials_and_read,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_writes_l_and_give_us_to_copy,group_da25q48/What_are_your_percep_s_teaching_knowledge/We_are_involved_in_d_ng_local_environment,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teachers_spends_explaining_concepts,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_gives_a_with_clear_guidance,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_uses_rel_litate_understanding,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_usually_see_a_link_class_with_real_life,group_da25q48/What_are_your_percep_s_teaching_knowledge/I_can_easily_approac_upport_after_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_content_learnt_i_bject_is_interesting,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_mixes_En_o_help_us_understand,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_blends_w_g_and_online_classes,group_da25q48/What_are_your_percep_s_teaching_knowledge/Our_teacher_helps_us_e_learning_materials,group_da25q48/What_are_your_percep_s_teaching_knowledge/My_teacher_is_compet_o_run_online_session,group_da25q48/What_are_your_percep_s_teaching_knowledge/The_teacher_helps_us_mputer_learning_Apps,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_given_assignm_lesson_s_objectives,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_uses_mul_tasks_in_the_lesson,group_da25q48/What_are_your_percep_to_assess_the_lesson/Assessment_tasks_giv_real_life_situations,group_da25q48/What_are_your_percep_to_assess_the_lesson/We_are_informed_abou_nt_tasks_to_be_given,group_da25q48/What_are_your_percep_to_assess_the_lesson/Instructions_for_ass_asks_are_clear_to_me,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_provides_fter_exams_and_tests,group_da25q48/What_are_your_percep_to_assess_the_lesson/The_teacher_gives_ti_to_improve_learning,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_directs_s_to_boys_than_girls,group_da25q48/What_is_your_teacher_on_and_gender_equity/Girls_are_the_most_f_ass_compared_to_boys,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_sometime_age_against_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/I_would_perform_bett_chances_to_practice,group_da25q48/What_is_your_teacher_on_and_gender_equity/Students_with_specia_en_special_attention,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_offers_i_ts_with_disabilities,group_da25q48/What_is_your_teacher_on_and_gender_equity/Low_and_high_achieve_ged_to_work_together,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_takes_ca_al_social_well_being,group_da25q48/What_is_your_teacher_on_and_gender_equity/Our_teacher_has_a_ca_attitude_to_students,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_exposes_us_t_oster_our_creativity,group_da25q48/What_is_your_teacher_on_and_gender_equity/Teacher_s_instructio_tween_girls_and_boys,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_lesson_helps_me_country_and_value_it,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_working_with_others,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_provided_d_my_thinking_skills,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_equipped_day_to_day_problems,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_enabled_for_my_future_career,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_encourag_e_and_try_new_things,group_wf3zl05/To_what_extent_does_ng_and_future_career/The_teacher_helped_m_technological_tools,group_wf3zl05/Any_other_comments_on_this,group_qn2ae21/What_factors_have_af_ning_in_this_subject/We_learn_too_many_st_short_period_of_time,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_a_lot_of_t_e_me_not_concentrate,group_qn2ae21/What_factors_have_af_ning_in_this_subject/Our_teacher_is_neith_ive_nor_approachable,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teaching_style_m_ficult_to_understand,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_don_t_co_earning_difficulties,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_shortage_of_reading_materials,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_is_no_access_t_d_related_facilities,group_qn2ae21/What_factors_have_af_ning_in_this_subject/There_are_no_enough_the_lessons_we_learn,group_qn2ae21/What_factors_have_af_ning_in_this_subject/The_teacher_has_nega_s_students_learning,group_qn2ae21/List_any_other_facto_affect_your_learning,group_qn2ae21/In_your_opinion_wha_learning_competences,__version__,meta/instanceID,_xform_id_string,_uuid,_attachments,_status,_geolocation,_submission_time,_tags,_notes,_validation_status,_submitted_by,group_qn2ae21/What_factors_have_af_ning_in_this_subject/What_factors_have_af_ning_in_this_subject_header,group_da25q48/What_are_your_percep_to_assess_the_lesson/What_are_your_percep_to_assess_the_lesson_header
134,229267690,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T13:45:42.202+03:00,2021-11-04T14:01:36.450+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,mathematics,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,disagree,disagree,disagree,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,strongly_disagree,disagree,agree,agree,agree,disagree,agree,agree,No comment,no,no,no,yes,no,no,no,yes,no,No comment,Re-teach difficult topics,v5qpaMybKZaNr7HvESn8Rj,uuid:901537f8-7e7e-4ff1-aa0a-6b44db6ce948,agogUcQmdhjWi8cjGrBBwU,901537f8-7e7e-4ff1-aa0a-6b44db6ce948,[],submitted_via_web,"[None, None]",2021-11-04 11:01:51,[],[],{},,,
135,229269313,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T14:01:36.599+03:00,2021-11-04T14:06:56.476+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,mathematics,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,agree,strongly_agree,strongly_agree,agree,option,No comment,no,no,no,yes,no,no,yes,no,no,No comment,Provide more tests and assignment,v5qpaMybKZaNr7HvESn8Rj,uuid:428f9992-1f2f-4641-9073-86b0f7b00b9c,agogUcQmdhjWi8cjGrBBwU,428f9992-1f2f-4641-9073-86b0f7b00b9c,[],submitted_via_web,"[None, None]",2021-11-04 11:07:10,[],[],{},,,
136,229273220,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T14:06:56.611+03:00,2021-11-04T14:16:09.492+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_two,english,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,strongly_disagree,agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,disagree,agree,disagree,disagree,disagree,disagree,No comment,no,no,no,yes,no,yes,yes,no,no,No comment,More assignment,v5qpaMybKZaNr7HvESn8Rj,uuid:59eca094-a33d-4e8f-9f08-9cde2bc33df1,agogUcQmdhjWi8cjGrBBwU,59eca094-a33d-4e8f-9f08-9cde2bc33df1,[],submitted_via_web,"[None, None]",2021-11-04 11:19:46,[],[],{},,,
137,229275107,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T14:16:09.643+03:00,2021-11-04T14:25:48.296+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_two,geography,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,agree,agree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,No comments,yes,no,no,yes,no,yes,no,yes,no,No comment,Condusive learning environment,v5qpaMybKZaNr7HvESn8Rj,uuid:f60f4ce2-a4c0-49a7-bd27-db6fafcd5a6d,agogUcQmdhjWi8cjGrBBwU,f60f4ce2-a4c0-49a7-bd27-db6fafcd5a6d,[],submitted_via_web,"[None, None]",2021-11-04 11:26:02,[],[],{},,,
138,229278985,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T14:25:48.456+03:00,2021-11-04T14:36:46.286+03:00,Hassana Damji Memorial Secondary School,public,day_school,girls_and_boys,male,16_20,form_three,physics,agree,strongly_agree,disagree,strongly_disagree,strongly_agree,agree,disagree,strongly_agree,disagree,agree,disagree,disagree,agree,strongly_disagree,disagree,disagree,disagree,disagree,agree,disagree,disagree,strongly_agree,agree,disagree,disagree,disagree,disagree,strongly_agree,disagree,disagree,disagree,strongly_disagree,agree,disagree,disagree,disagree,option,disagree,option,option,option,option,No comment,yes,yes,no,yes,yes,yes,yes,no,no,No comment,Provide more learning materials,v5qpaMybKZaNr7HvESn8Rj,uuid:7ff03064-cdf0-4c6f-9f8b-d2ae72244d0a,agogUcQmdhjWi8cjGrBBwU,7ff03064-cdf0-4c6f-9f8b-d2ae72244d0a,[],submitted_via_web,"[None, None]",2021-11-04 11:37:02,[],[],{},,,
139,229280747,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-04T14:36:46.440+03:00,2021-11-04T14:41:15.521+03:00,Hassanal Damji Memorial Secondary School,public,day_school,girls_and_boys,female,16_20,form_four,physics,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,No comment,yes,no,no,yes,no,no,no,no,no,No comment,More efforts in difficult topics,v5qpaMybKZaNr7HvESn8Rj,uuid:8fb610f3-81f0-4c13-9e27-9d530f00d28c,agogUcQmdhjWi8cjGrBBwU,8fb610f3-81f0-4c13-9e27-9d530f00d28c,[],submitted_via_web,"[None, None]",2021-11-04 11:41:30,[],[],{},,,
140,230840871,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T11:58:42.779+03:00,2021-11-10T12:13:14.926+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,male,16_20,form_four,physics,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,agree,agree,agree,strongly_disagree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,agree,None,no,no,no,yes,no,yes,no,yes,no,Most students who lack school fees are out of school for a long time and this affects their learning,Teachers should help students with disabilities and those with low capacity of understanding,v5qpaMybKZaNr7HvESn8Rj,uuid:d1adbaa7-074c-41c1-880d-7895fa698e0c,agogUcQmdhjWi8cjGrBBwU,d1adbaa7-074c-41c1-880d-7895fa698e0c,[],submitted_via_web,"[None, None]",2021-11-10 9:13:30,[],[],{},,,
141,230842658,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:13:15.259+03:00,2021-11-10T12:19:02.260+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,female,16_20,form_four,physics,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,agree,strongly_agree,disagree,strongly_agree,agree,agree,agree,strongly_agree,agree,disagree,disagree,disagree,agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,agree,strongly_agree,strongly_agree,agree,disagree,strongly_agree,disagree,agree,option,agree,option,option,None,yes,no,yes,yes,no,yes,no,yes,no,There is no inter school competitions so as to understand the capacity of student and their weaknesses,Teachers must take efforts in providing exercises and practices before the national examinations,v5qpaMybKZaNr7HvESn8Rj,uuid:9b29e19f-b491-4160-b75d-b4ff0ccb5c34,agogUcQmdhjWi8cjGrBBwU,9b29e19f-b491-4160-b75d-b4ff0ccb5c34,[],submitted_via_web,"[None, None]",2021-11-10 9:19:18,[],[],{},,,
142,230843821,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:19:02.685+03:00,2021-11-10T12:22:51.558+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,female,16_20,form_four,geography,agree,agree,agree,strongly_agree,agree,disagree,agree,agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,disagree,disagree,agree,agree,agree,agree,disagree,disagree,strongly_agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,option,disagree,agree,disagree,disagree,None,no,no,no,no,no,yes,no,yes,no,Short time of self study,Making revisions and corrections of past exams,v5qpaMybKZaNr7HvESn8Rj,uuid:b1066b78-fe90-44fd-bfc2-7885f7ffa7c7,agogUcQmdhjWi8cjGrBBwU,b1066b78-fe90-44fd-bfc2-7885f7ffa7c7,[],submitted_via_web,"[None, None]",2021-11-10 9:23:04,[],[],{},,,
143,230844840,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:22:51.789+03:00,2021-11-10T12:26:24.498+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,male,16_20,form_four,geography,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,option,strongly_agree,strongly_agree,strongly_agree,option,None,no,yes,no,no,yes,no,yes,no,no,None,Making revisions of the past examinations,v5qpaMybKZaNr7HvESn8Rj,uuid:192863da-a188-4150-b0d3-65c7dc643351,agogUcQmdhjWi8cjGrBBwU,192863da-a188-4150-b0d3-65c7dc643351,[],submitted_via_web,"[None, None]",2021-11-10 9:26:36,[],[],{},,,
144,230846207,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:26:24.751+03:00,2021-11-10T12:30:27.730+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,female,16_20,form_four,physics,agree,disagree,agree,agree,agree,strongly_disagree,agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,disagree,disagree,disagree,agree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,disagree,option,None,no,yes,no,yes,no,yes,yes,no,no,None,None,v5qpaMybKZaNr7HvESn8Rj,uuid:c3e41d06-0af9-4a75-880e-e99cacff3f74,agogUcQmdhjWi8cjGrBBwU,c3e41d06-0af9-4a75-880e-e99cacff3f74,[],submitted_via_web,"[None, None]",2021-11-10 9:30:42,[],[],{},,,agree
145,230847558,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:30:27.999+03:00,2021-11-10T12:33:48.465+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,female,16_20,form_three,geography,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,disagree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_disagree,agree,disagree,disagree,agree,agree,agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,strongly_disagree,disagree,disagree,disagree,strongly_agree,agree,agree,agree,agree,strongly_agree,option,disagree,None,yes,no,yes,no,no,no,no,no,no,Teachers must decrease heavy punishment,Teachers must collaborate with students,v5qpaMybKZaNr7HvESn8Rj,uuid:04a3e116-6807-4ae7-98c8-8b3c80f85125,agogUcQmdhjWi8cjGrBBwU,04a3e116-6807-4ae7-98c8-8b3c80f85125,[],submitted_via_web,"[None, None]",2021-11-10 9:34:02,[],[],{},,,
146,230849076,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:33:48.715+03:00,2021-11-10T12:38:57.911+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,female,16_20,form_three,english,agree,agree,strongly_agree,agree,agree,strongly_agree,agree,agree,agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,disagree,agree,agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,agree,agree,disagree,strongly_agree,option,agree,Personal study is supposed to be available in our school timetable,yes,no,yes,no,no,no,yes,no,no,Bad punishments that affect our academic perfomance,Teachers are not supposed to focus much on the students with high capacity of learning,v5qpaMybKZaNr7HvESn8Rj,uuid:728b5e93-9070-41be-89e0-170d804b892d,agogUcQmdhjWi8cjGrBBwU,728b5e93-9070-41be-89e0-170d804b892d,[],submitted_via_web,"[None, None]",2021-11-10 9:39:12,[],[],{},,,
147,230851180,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:38:58.165+03:00,2021-11-10T12:44:15.050+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,male,16_20,form_three,english,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,agree,strongly_agree,agree,disagree,agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_disagree,agree,agree,strongly_agree,disagree,agree,option,strongly_agree,agree,strongly_agree,disagree,strongly_agree,Teachers should not love only few students in the class,yes,no,yes,no,no,no,yes,no,no,The problem of school fees,The teacher is supposed to give us much tests and examinations in the class,v5qpaMybKZaNr7HvESn8Rj,uuid:ca4e7573-f5b8-43d3-93cd-3e286ce75604,agogUcQmdhjWi8cjGrBBwU,ca4e7573-f5b8-43d3-93cd-3e286ce75604,[],submitted_via_web,"[None, None]",2021-11-10 9:44:29,[],[],{},,,
148,230852957,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:44:15.332+03:00,2021-11-10T12:48:52.575+03:00,Dar es Salaam Baptist Secondary School,private,day_and_boarding_school,girls_and_boys,male,16_20,form_three,physics,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,strongly_agree,agree,strongly_disagree,disagree,disagree,strongly_agree,agree,agree,strongly_agree,agree,agree,agree,disagree,strongly_agree,agree,agree,disagree,strongly_agree,agree,agree,None,no,no,no,no,no,no,yes,no,no,Some students rest at home for a long time due to lack of school fees,The teachers may help the students who have low capacity of understanding,v5qpaMybKZaNr7HvESn8Rj,uuid:ad0db846-85f9-4052-8b4f-265669dc5968,agogUcQmdhjWi8cjGrBBwU,ad0db846-85f9-4052-8b4f-265669dc5968,[],submitted_via_web,"[None, None]",2021-11-10 9:49:07,[],[],{},,,
149,230854863,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:48:52.879+03:00,2021-11-10T12:52:32.018+03:00,Dar es Salaam Baptist,private,day_and_boarding_school,girls_and_boys,male,16_20,form_three,geography,strongly_agree,agree,disagree,agree,strongly_agree,strongly_disagree,agree,strongly_disagree,agree,strongly_agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,agree,agree,agree,agree,agree,agree,disagree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,strongly_agree,disagree,agree,agree,strongly_agree,strongly_agree,agree,agree,disagree,strongly_agree,strongly_agree,agree,None,no,no,yes,yes,no,yes,no,yes,yes,Bad punishments affect our learning,Teachers must provide exercises so as to improve learning,v5qpaMybKZaNr7HvESn8Rj,uuid:88f121da-d356-4a46-89a2-e77e46f51f45,agogUcQmdhjWi8cjGrBBwU,88f121da-d356-4a46-89a2-e77e46f51f45,[],submitted_via_web,"[None, None]",2021-11-10 9:52:48,[],[],{},,,
150,230857090,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:52:32.258+03:00,2021-11-10T12:56:29.231+03:00,Dar es Salaam Baptist,private,day_and_boarding_school,girls_and_boys,female,11_15,form_three,physics,strongly_agree,disagree,agree,agree,strongly_agree,agree,agree,disagree,agree,strongly_agree,disagree,agree,strongly_agree,agree,disagree,disagree,disagree,agree,disagree,strongly_agree,agree,agree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,disagree,agree,agree,agree,disagree,disagree,agree,agree,agree,option,agree,disagree,disagree,Teachers should teach us how to use technological tools,no,no,no,no,yes,no,no,no,no,Heavy punishment should be reduced,More explanations on some concepts and practical sessions during teaching,v5qpaMybKZaNr7HvESn8Rj,uuid:23e71760-a0d4-490d-946f-ac2d03e08a87,agogUcQmdhjWi8cjGrBBwU,23e71760-a0d4-490d-946f-ac2d03e08a87,[],submitted_via_web,"[None, None]",2021-11-10 9:56:43,[],[],{},,,
151,230858885,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:56:29.483+03:00,2021-11-10T12:59:46.114+03:00,Dar es Salaam Baptist,private,day_and_boarding_school,girls_and_boys,female,16_20,form_three,english,agree,agree,agree,strongly_agree,agree,disagree,agree,strongly_agree,agree,agree,agree,disagree,strongly_agree,agree,disagree,agree,strongly_disagree,agree,agree,agree,agree,disagree,strongly_disagree,disagree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,disagree,agree,agree,strongly_agree,agree,disagree,agree,disagree,agree,None,no,no,no,no,yes,no,yes,yes,no,Heavy punishments especially to girls,Giving us enough time to read books in the library,v5qpaMybKZaNr7HvESn8Rj,uuid:a505d8eb-7884-4112-a04b-87144562b9e6,agogUcQmdhjWi8cjGrBBwU,a505d8eb-7884-4112-a04b-87144562b9e6,[],submitted_via_web,"[None, None]",2021-11-10 10:00:03,[],[],{},,,
152,230859874,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T12:59:46.348+03:00,2021-11-10T13:02:53.009+03:00,Dar es Salaam Baptist,private,day_and_boarding_school,girls_and_boys,female,16_20,form_three,geography,strongly_agree,agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,strongly_disagree,strongly_disagree,disagree,disagree,agree,agree,disagree,agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,strongly_disagree,strongly_disagree,agree,agree,agree,agree,agree,agree,disagree,agree,agree,agree,disagree,None,no,no,no,no,yes,no,no,yes,no,Corporal punishment affects our learning,To make enough revisions and many questions,v5qpaMybKZaNr7HvESn8Rj,uuid:5f1b9573-4c1b-4879-b227-52c561fe02a8,agogUcQmdhjWi8cjGrBBwU,5f1b9573-4c1b-4879-b227-52c561fe02a8,[],submitted_via_web,"[None, None]",2021-11-10 10:03:08,[],[],{},,,
153,230860897,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T13:02:53.253+03:00,2021-11-10T13:05:51.968+03:00,Dar es Salaam Baptist,private,day_and_boarding_school,girls_and_boys,male,16_20,form_four,english,agree,strongly_agree,agree,agree,disagree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,agree,strongly_agree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,strongly_agree,disagree,agree,strongly_agree,agree,strongly_agree,strongly_agree,disagree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,agree,agree,disagree,option,None,no,no,no,no,no,yes,yes,no,no,There is no access to computers and related facilities,None,v5qpaMybKZaNr7HvESn8Rj,uuid:78c73a5d-60f0-4588-bc81-6c77f7ea0ff6,agogUcQmdhjWi8cjGrBBwU,78c73a5d-60f0-4588-bc81-6c77f7ea0ff6,[],submitted_via_web,"[None, None]",2021-11-10 10:06:14,[],[],{},,,
154,230863008,d4af534c1c354ec6b1a5949a8fee1bc3,2021-11-10T13:05:52.228+03:00,2021-11-10T13:11:05.101+03:00,Dar es Salaam Baptist,private,day_and_boarding_school,girls_and_boys,male,16_20,form_four,english,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,disagree,disagree,agree,strongly_disagree,strongly_agree,agree,agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,agree,disagree,agree,strongly_agree,strongly_agree,strongly_agree,disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,option,None,no,yes,no,no,no,yes,yes,no,no,There is shortage of materials to learn,None,v5qpaMybKZaNr7HvESn8Rj,uuid:889cc2fe-da41-42a0-ac83-40de3fce2f5d,agogUcQmdhjWi8cjGrBBwU,889cc2fe-da41-42a0-ac83-40de3fce2f5d,[],submitted_via_web,"[None, None]",2021-11-10 10:11:19,[],[],{},,,
